iter	RMSE
985	1.418926275
986	1.418922607
987	1.418917771
988	1.418914069
989	1.418905923
990	1.418902648
991	1.418894497
992	1.418890047
993	1.418886128
994	1.418882387
995	1.418878445
996	1.418872749
997	1.418867861
998	1.418862881
999	1.418859867
1000	1.418853827
1001	1.418850073
1002	1.418844133
1003	1.418841587
1004	1.418838019
1005	1.418828764
1006	1.4188246
1007	1.418819441
1008	1.418812037
1009	1.418807475
1010	1.41880093
1011	1.418795123
1012	1.418790704
1013	1.418783424
1014	1.418779707
1015	1.418772179
1016	1.418766679
1017	1.418763035
1018	1.418757358
1019	1.418753621
1020	1.418750751
1021	1.418746438
1022	1.418742091
1023	1.418739507
1024	1.418736424
1025	1.418731278
1026	1.418726692
1027	1.418723247
1028	1.418720694
1029	1.418714617
1030	1.418710656
1031	1.418705057
1032	1.418702787
1033	1.418699704
1034	1.418693735
1035	1.418686794
1036	1.418682379
1037	1.418673376
1038	1.418669227
1039	1.418664645
1040	1.418661596
1041	1.418658999
1042	1.41865485
1043	1.418651147
1044	1.418646241
1045	1.418639664
1046	1.418635041
1047	1.418630711
1048	1.418627559
1049	1.418623857
1050	1.418619425
1051	1.418613293
1052	1.418609779
1053	1.418607626
1054	1.418602214
1055	1.418597127
1056	1.418592504
1057	1.418588529
1058	1.418585671
1059	1.418580413
1060	1.418575558
1061	1.418570277
1062	1.418567966
1063	1.418563656
1064	1.418558201
1065	1.418554837
1066	1.418551189
1067	1.418547834
1068	1.418544503
1069	1.418540081
1070	1.418535483
1071	1.418528974
1072	1.418527454
1073	1.41852546
1074	1.418522668
1075	1.418520239
1076	1.418518137
1077	1.4185142
1078	1.418508631
1079	1.418506364
1080	1.418503345
1081	1.418500791
1082	1.418497422
1083	1.418493871
1084	1.418491437
1085	1.418488438
1086	1.418482378
1087	1.418479383
1088	1.418476539
1089	1.418473267
1090	1.418469907
1091	1.418466465
1092	1.418462885
1093	1.418459565
1094	1.418456861
1095	1.418451236
1096	1.418447764
1097	1.418443239
1098	1.418440888
1099	1.418437318
1100	1.418434147
1101	1.418430537
1102	1.4184253
1103	1.418423554
1104	1.41842221
1105	1.418419577
1106	1.418417523
1107	1.41841585
1108	1.418413238
1109	1.418411668
1110	1.41840769
1111	1.418404989
1112	1.418400731
1113	1.418398994
1114	1.418397124
1115	1.418394382
1116	1.418388937
1117	1.418384291
1118	1.41838128
1119	1.418377828
1120	1.418374899
1121	1.418373346
1122	1.418369269
1123	1.418367571
1124	1.418363133
1125	1.418360896
1126	1.418358209
1127	1.418356082
1128	1.418353778
1129	1.418349933
1130	1.418347258
1131	1.418343912
1132	1.418341084
1133	1.418339764
1134	1.418336832
1135	1.418331735
1136	1.418329768
1137	1.418327024
1138	1.418323582
1139	1.418321251
1140	1.418319141
1141	1.418315037
1142	1.418312555
1143	1.418310379
1144	1.418308137
1145	1.41830471
1146	1.418302767
1147	1.418298429
1148	1.418295153
1149	1.418292514
1150	1.418290915
1151	1.418289317
1152	1.418286966
1153	1.418284907
1154	1.418280721
1155	1.418278267
1156	1.418276207
1157	1.418274459
1158	1.418272086
1159	1.418269661
1160	1.418267522
1161	1.41826444
1162	1.418263435
1163	1.41826096
1164	1.418258113
1165	1.418254756
1166	1.418253806
1167	1.418250539
1168	1.418248479
1169	1.418246181
1170	1.418244141
1171	1.418241279
1172	1.418239333
1173	1.418237499
1174	1.41823503
1175	1.418232862
1176	1.418231769
1177	1.418228951
1178	1.4182273
1179	1.418225917
1180	1.418222603
1181	1.418220896
1182	1.418218717
1183	1.418216818
1184	1.418214677
1185	1.418214049
1186	1.418209687
1187	1.418205423
1188	1.418203905
1189	1.418203041
1190	1.418201343
1191	1.418197806
1192	1.418196006
1193	1.418193911
1194	1.418192412
1195	1.418189819
1196	1.418188113
1197	1.418186488
1198	1.418184618
1199	1.418180569
1200	1.418178907
1201	1.418177343
1202	1.41817508
1203	1.418173979
1204	1.418171771
1205	1.418169285
1206	1.418166196
1207	1.4181623
1208	1.418158732
1209	1.418157673
1210	1.418155576
1211	1.418153431
1212	1.418151398
1213	1.418149337
1214	1.418146925
1215	1.418145476
1216	1.418144407
1217	1.418143232
1218	1.418141529
1219	1.418140519
1220	1.418137973
1221	1.41813432
1222	1.418133428
1223	1.418131761
1224	1.418128797
1225	1.418127106
1226	1.418125283
1227	1.418123328
1228	1.418121234
1229	1.418117791
1230	1.41811596
1231	1.418114738
1232	1.418113433
1233	1.418111973
1234	1.4181107
1235	1.418109511
1236	1.418107646
1237	1.418104554
1238	1.418102945
1239	1.418101809
1240	1.418099924
1241	1.418098167
1242	1.418096969
1243	1.418095074
1244	1.418093767
1245	1.418092013
1246	1.418090721
1247	1.418087759
1248	1.41808538
1249	1.41808452
1250	1.418083249
1251	1.418081596
1252	1.418080308
1253	1.418077608
1254	1.418076254
1255	1.418073454
1256	1.418072136
1257	1.418071014
1258	1.418069255
1259	1.418067534
1260	1.41806586
1261	1.418065061
1262	1.41806387
1263	1.418062836
1264	1.418060729
1265	1.418058385
1266	1.418055411
1267	1.418054086
1268	1.418052101
1269	1.418051417
1270	1.418049889
1271	1.418049059
1272	1.418046733
1273	1.418044405
1274	1.418043223
1275	1.418041847
1276	1.418040639
1277	1.418038285
1278	1.418037402
1279	1.418036673
1280	1.418035148
1281	1.418032725
1282	1.418029969
1283	1.418027731
1284	1.418025842
1285	1.418023467
1286	1.418022058
1287	1.418021039
1288	1.418019668
1289	1.418018519
1290	1.418017266
1291	1.418015649
1292	1.418015039
1293	1.418014429
1294	1.418012831
1295	1.418011264
1296	1.418009563
1297	1.418008972
1298	1.418007566
1299	1.41800667
1300	1.418005601
1301	1.418003887
1302	1.418003177
1303	1.418001992
1304	1.418000551
1305	1.417999267
1306	1.417997172
1307	1.41799578
1308	1.417994402
1309	1.417993701
1310	1.417992134
1311	1.41799076
1312	1.417990001
1313	1.417988697
1314	1.417988126
1315	1.417987019
1316	1.417985903
1317	1.41798528
1318	1.417983185
1319	1.417981754
1320	1.417980194
1321	1.417979097
1322	1.417977694
1323	1.417976859
1324	1.417975531
1325	1.417974799
1326	1.417974091
1327	1.417972786
1328	1.417971694
1329	1.417970661
1330	1.417969872
1331	1.417968864
1332	1.417967608
1333	1.417965591
1334	1.417964478
1335	1.417962812
1336	1.417961192
1337	1.417960792
1338	1.417959482
1339	1.417958604
1340	1.417957789
1341	1.41795646
1342	1.417955236
1343	1.417954352
1344	1.417953667
1345	1.417952155
1346	1.41795062
1347	1.417949505
1348	1.417949136
1349	1.417948187
1350	1.417946946
1351	1.417946027
1352	1.417945296
1353	1.417944347
1354	1.417943349
1355	1.417942847
1356	1.417942001
1357	1.417941117
1358	1.417939202
1359	1.417937972
1360	1.417937162
1361	1.417935533
1362	1.417934161
1363	1.417932378
1364	1.41793101
1365	1.41793011
1366	1.417928946
1367	1.417928654
1368	1.417928282
1369	1.417927667
1370	1.417926783
1371	1.417925805
1372	1.417924765
1373	1.417924076
1374	1.417922473
1375	1.417921409
1376	1.417920574
1377	1.417918967
1378	1.417918142
1379	1.417917388
1380	1.417916762
1381	1.4179162
1382	1.417915445
1383	1.41791492
1384	1.417914118
1385	1.417912574
1386	1.417910923
1387	1.417909916
1388	1.417909216
1389	1.417908286
1390	1.417907436
1391	1.417906571
1392	1.417905572
1393	1.417903959
1394	1.417902672
1395	1.417901771
1396	1.417901459
1397	1.417900092
1398	1.417899132
1399	1.417897694
1400	1.417897198
1401	1.41789655
1402	1.41789553
1403	1.417894572
1404	1.41789279
1405	1.41789135
1406	1.417890812
1407	1.41788948
1408	1.417889092
1409	1.417888442
1410	1.417886909
1411	1.417886166
1412	1.417884706
1413	1.41788355
1414	1.417882208
1415	1.417881825
1416	1.417880988
1417	1.417880016
1418	1.417879142
1419	1.417878343
1420	1.417877613
1421	1.41787684
1422	1.417876639
1423	1.417876202
1424	1.417874555
1425	1.417872924
1426	1.41787183
1427	1.417871458
1428	1.417871087
1429	1.417870187
1430	1.417869485
1431	1.417868874
1432	1.417868337
1433	1.41786781
1434	1.41786751
1435	1.417867189
1436	1.417866453
1437	1.417865572
1438	1.417864619
1439	1.417864315
1440	1.417863363
1441	1.417863051
1442	1.417862311
1443	1.417861775
1444	1.417861359
1445	1.417860606
1446	1.41786005
1447	1.417858909
1448	1.417858839
1449	1.417858281
1450	1.417857418
1451	1.41785706
1452	1.417856374
1453	1.417855353
1454	1.417854724
1455	1.417854446
1456	1.417853814
1457	1.417853328
1458	1.417852438
1459	1.417851941
1460	1.417851296
1461	1.417850895
1462	1.417850318
1463	1.417849344
1464	1.417848602
1465	1.41784733
1466	1.417846703
1467	1.417846154
1468	1.41784551
1469	1.417844934
1470	1.417843945
1471	1.41784316
1472	1.417842613
1473	1.417842178
1474	1.417841065
1475	1.417840443
1476	1.417839194
1477	1.4178386
1478	1.417838083
1479	1.417837813
1480	1.417836599
1481	1.417836386
1482	1.417835265
1483	1.417834796
1484	1.41783382
1485	1.417833466
1486	1.417833169
1487	1.417832048
1488	1.417831182
1489	1.417830679
1490	1.417830298
1491	1.417829761
1492	1.417829082
1493	1.417828338
1494	1.417827952
1495	1.417826919
1496	1.417826153
1497	1.417825235
1498	1.417824956
1499	1.41782465
1500	1.417824378
1501	1.417824051
1502	1.417823402
1503	1.417822951
1504	1.417822471
1505	1.417822059
1506	1.417821282
1507	1.417821001
1508	1.417819933
1509	1.417818947
1510	1.417818774
1511	1.417818285
1512	1.417818008
1513	1.417817622
1514	1.417817192
1515	1.417816536
1516	1.417816196
1517	1.41781522
1518	1.417814818
1519	1.417813849
1520	1.417813449
1521	1.41781306
1522	1.417812865
1523	1.417812471
1524	1.417811495
1525	1.417811167
1526	1.417810476
1527	1.417809888
1528	1.41780936
1529	1.417809054
1530	1.417808549
1531	1.41780811
1532	1.417807373
1533	1.417806199
1534	1.417805581
1535	1.417804941
1536	1.417804097
1537	1.417803145
1538	1.417802631
1539	1.417801753
1540	1.417801024
1541	1.41780073
1542	1.417799793
1543	1.41779937
1544	1.417799015
1545	1.417798319
1546	1.417798021
1547	1.41779759
1548	1.417797168
1549	1.417796565
1550	1.417795972
1551	1.417795208
1552	1.417794323
1553	1.41779358
1554	1.417792949
1555	1.417792711
1556	1.41779207
1557	1.417791655
1558	1.417791406
1559	1.417790753
1560	1.417790265
1561	1.417789678
1562	1.417788813
1563	1.41778837
1564	1.417787913
1565	1.417787584
1566	1.417787296
1567	1.417787008
1568	1.417786625
1569	1.41778615
1570	1.417785708
1571	1.417785369
1572	1.417785099
1573	1.417784904
1574	1.417784079
1575	1.417783773
1576	1.417783507
1577	1.417783343
1578	1.417782442
1579	1.417782241
1580	1.417781873
1581	1.417781561
1582	1.417781125
1583	1.417780678
1584	1.417780553
1585	1.417779728
1586	1.417779377
1587	1.417778694
1588	1.417778308
1589	1.417777696
1590	1.417777108
1591	1.417776626
1592	1.417776367
1593	1.41777571
1594	1.417774951
1595	1.417774285
1596	1.417773652
1597	1.417773162
1598	1.417772656
1599	1.417772418
1600	1.417771964
1601	1.417771587
1602	1.417771193
1603	1.417770999
1604	1.417770673
1605	1.417769759
1606	1.417769378
1607	1.417769075
1608	1.417768818
1609	1.417768559
1610	1.417768255
1611	1.417767654
1612	1.417767449
1613	1.417766815
1614	1.417766158
1615	1.417765612
1616	1.417765458
1617	1.417764993
1618	1.417764639
1619	1.417764372
1620	1.41776416
1621	1.417763722
1622	1.417763384
1623	1.417762945
1624	1.417762468
1625	1.417762221
1626	1.417761969
1627	1.41776166
1628	1.41776127
1629	1.417760903
1630	1.417760352
1631	1.417759845
1632	1.417759462
1633	1.417758952
1634	1.41775881
1635	1.417758525
1636	1.417758385
1637	1.417758024
1638	1.417757853
1639	1.41775752
1640	1.417757268
1641	1.417757075
1642	1.41775672
1643	1.417756101
1644	1.417755995
1645	1.417755527
1646	1.417754819
1647	1.417754779
1648	1.417754609
1649	1.417754262
1650	1.417753879
1651	1.417753743
1652	1.417752893
1653	1.417752632
1654	1.41775228
1655	1.417751888
1656	1.417751389
1657	1.417750963
1658	1.417750751
1659	1.417750327
1660	1.417749903
1661	1.41774938
1662	1.417749144
1663	1.417749002
1664	1.417748671
