iter	Passed	Remaining
1670	296	1480
1671	297	1479
1672	297	1479
1673	297	1479
1674	297	1479
1675	297	1478
1676	297	1478
1677	298	1478
1678	298	1478
1679	298	1477
1680	298	1477
1681	298	1477
1682	299	1478
1683	299	1477
1684	299	1477
1685	299	1477
1686	299	1477
1687	299	1476
1688	300	1476
1689	300	1476
1690	300	1476
1691	300	1476
1692	300	1475
1693	300	1475
1694	301	1475
1695	301	1474
1696	301	1475
1697	301	1474
1698	301	1474
1699	301	1474
1700	302	1474
1701	302	1473
1702	302	1473
1703	302	1473
1704	302	1473
1705	302	1473
1706	303	1472
1707	303	1472
1708	303	1472
1709	303	1472
1710	303	1472
1711	304	1471
1712	304	1471
1713	304	1471
1714	304	1471
1715	304	1471
1716	305	1471
1717	305	1471
1718	305	1470
1719	305	1470
1720	305	1470
1721	305	1470
1722	306	1470
1723	306	1469
1724	306	1469
1725	306	1469
1726	306	1469
1727	306	1469
1728	307	1469
1729	307	1469
1730	307	1468
1731	307	1468
1732	307	1468
1733	307	1468
1734	308	1467
1735	308	1467
1736	308	1467
1737	308	1467
1738	308	1466
1739	308	1466
1740	309	1466
1741	309	1466
1742	309	1465
1743	309	1465
1744	309	1465
1745	309	1465
1746	310	1465
1747	310	1465
1748	310	1465
1749	310	1465
1750	311	1465
1751	311	1465
1752	311	1464
1753	311	1464
1754	311	1464
1755	311	1464
1756	312	1464
1757	312	1464
1758	312	1464
1759	312	1463
1760	312	1463
1761	313	1463
1762	313	1463
1763	313	1463
1764	313	1462
1765	313	1462
1766	313	1462
1767	313	1462
1768	314	1461
1769	314	1461
1770	314	1461
1771	314	1461
1772	314	1461
1773	315	1461
1774	315	1461
1775	315	1461
1776	315	1460
1777	315	1460
1778	316	1460
1779	316	1460
1780	316	1460
1781	316	1460
1782	316	1460
1783	317	1461
1784	317	1461
1785	317	1461
1786	317	1461
1787	318	1461
1788	318	1462
1789	318	1462
1790	319	1462
1791	319	1462
1792	319	1462
1793	319	1461
1794	319	1462
1795	320	1462
1796	320	1462
1797	320	1462
1798	320	1462
1799	320	1462
1800	321	1462
1801	321	1462
1802	321	1462
1803	321	1461
1804	321	1461
1805	322	1461
1806	322	1461
1807	322	1461
1808	322	1461
1809	322	1461
1810	323	1461
1811	323	1462
1812	323	1462
1813	323	1461
1814	324	1462
1815	324	1461
1816	324	1461
1817	324	1461
1818	325	1461
1819	325	1461
1820	325	1461
1821	325	1461
1822	325	1461
1823	326	1461
1824	326	1461
1825	326	1461
1826	326	1461
1827	326	1461
1828	327	1461
1829	327	1460
1830	327	1460
1831	327	1460
1832	327	1460
1833	327	1460
1834	328	1460
1835	328	1460
1836	328	1459
1837	328	1459
1838	328	1459
1839	329	1459
1840	329	1460
1841	329	1459
1842	329	1459
1843	330	1459
1844	330	1459
1845	330	1459
1846	330	1459
1847	330	1459
1848	331	1459
1849	331	1459
1850	331	1459
1851	331	1459
1852	331	1458
1853	332	1458
1854	332	1458
1855	332	1458
1856	332	1458
1857	332	1458
1858	332	1457
1859	333	1457
1860	333	1457
1861	333	1457
1862	333	1456
1863	333	1456
1864	333	1456
1865	334	1456
1866	334	1456
1867	334	1456
1868	334	1455
1869	334	1455
1870	334	1455
