iter	Passed	Remaining
1871	335	1455
1872	335	1455
1873	335	1455
1874	335	1455
1875	335	1455
1876	336	1454
1877	336	1454
1878	336	1454
1879	336	1454
1880	336	1454
1881	337	1454
1882	337	1453
1883	337	1453
1884	337	1453
1885	337	1453
1886	338	1453
1887	338	1453
1888	338	1453
1889	338	1453
1890	338	1453
1891	339	1452
1892	339	1452
1893	339	1452
1894	339	1452
1895	339	1452
1896	339	1451
1897	340	1451
1898	340	1451
1899	340	1451
1900	340	1451
1901	340	1450
1902	340	1450
1903	341	1450
1904	341	1450
1905	341	1450
1906	341	1450
1907	341	1450
1908	342	1450
1909	342	1450
1910	342	1450
1911	342	1449
1912	343	1450
1913	343	1449
1914	343	1449
1915	343	1449
1916	343	1449
1917	343	1449
1918	344	1448
1919	344	1448
1920	344	1448
1921	344	1448
1922	344	1448
1923	344	1448
1924	345	1447
1925	345	1447
1926	345	1447
1927	345	1447
1928	345	1446
1929	346	1446
1930	346	1446
1931	346	1446
1932	346	1446
1933	346	1446
1934	346	1446
1935	347	1445
1936	347	1445
1937	347	1445
1938	347	1445
1939	347	1445
1940	348	1445
1941	348	1445
1942	348	1445
1943	349	1448
1944	349	1448
1945	349	1448
1946	350	1448
1947	350	1448
1948	350	1447
1949	350	1447
1950	350	1447
1951	351	1447
1952	351	1447
1953	351	1447
1954	351	1447
1955	351	1447
1956	352	1447
1957	352	1446
1958	352	1447
1959	352	1446
1960	352	1446
1961	353	1446
1962	353	1446
1963	353	1446
1964	353	1446
1965	353	1445
1966	354	1445
1967	354	1445
1968	354	1445
1969	354	1445
1970	354	1445
1971	355	1445
1972	355	1445
1973	355	1445
1974	355	1445
1975	355	1444
1976	356	1444
1977	356	1444
1978	356	1444
1979	356	1444
1980	356	1444
1981	357	1444
1982	357	1444
1983	357	1444
1984	357	1443
1985	357	1443
1986	357	1443
1987	358	1443
1988	358	1443
1989	358	1443
1990	358	1442
1991	358	1442
1992	359	1442
1993	359	1442
1994	359	1442
1995	359	1442
1996	359	1441
1997	359	1441
1998	360	1441
1999	360	1440
2000	360	1440
2001	360	1440
2002	360	1440
2003	361	1440
2004	361	1440
2005	361	1440
2006	361	1440
2007	361	1440
2008	362	1440
2009	362	1439
2010	362	1439
2011	362	1439
2012	362	1439
2013	362	1439
2014	363	1438
2015	363	1438
2016	363	1438
2017	363	1438
2018	363	1438
2019	364	1438
2020	364	1438
2021	364	1438
2022	364	1437
2023	364	1437
2024	365	1437
2025	365	1437
2026	365	1437
2027	365	1437
2028	365	1436
2029	366	1437
2030	366	1436
2031	366	1436
2032	366	1436
2033	366	1436
2034	366	1435
2035	367	1435
2036	367	1435
2037	367	1435
2038	367	1435
2039	368	1436
2040	368	1436
2041	368	1436
2042	368	1436
2043	369	1436
2044	369	1436
2045	369	1436
2046	369	1436
2047	369	1436
2048	370	1435
2049	370	1435
2050	370	1435
2051	370	1435
2052	370	1435
2053	370	1435
2054	371	1434
2055	371	1434
2056	371	1435
2057	371	1434
2058	371	1434
2059	372	1434
2060	372	1434
2061	372	1434
2062	372	1434
2063	372	1433
2064	373	1433
2065	373	1433
2066	373	1433
2067	373	1433
2068	373	1432
2069	373	1432
2070	374	1432
2071	374	1432
2072	374	1432
2073	374	1432
2074	374	1431
2075	375	1431
2076	375	1431
2077	375	1431
2078	375	1431
2079	375	1431
2080	376	1430
2081	376	1430
2082	376	1430
2083	376	1430
2084	376	1430
2085	376	1430
2086	377	1429
2087	377	1429
2088	377	1429
2089	377	1429
2090	377	1428
2091	377	1428
2092	378	1428
2093	378	1428
2094	378	1428
2095	378	1428
2096	378	1427
2097	379	1427
2098	379	1427
2099	379	1427
2100	379	1426
2101	379	1426
2102	379	1426
2103	380	1426
2104	380	1426
2105	380	1425
2106	380	1425
2107	380	1425
2108	380	1425
2109	381	1425
2110	381	1425
2111	381	1425
2112	381	1425
2113	382	1425
2114	382	1425
2115	382	1425
2116	382	1424
2117	382	1424
2118	383	1424
2119	383	1424
2120	383	1424
2121	383	1424
2122	383	1424
2123	384	1423
2124	384	1423
2125	384	1423
2126	384	1423
2127	384	1423
2128	384	1423
2129	385	1422
2130	385	1422
2131	385	1422
2132	385	1422
2133	385	1422
2134	386	1422
2135	386	1422
2136	386	1421
2137	386	1421
2138	386	1421
2139	386	1421
2140	387	1421
2141	387	1420
2142	387	1420
2143	387	1420
2144	387	1420
2145	388	1420
2146	388	1419
2147	388	1419
2148	388	1419
2149	388	1419
2150	388	1419
2151	389	1419
2152	389	1419
2153	389	1419
2154	389	1418
2155	389	1418
2156	390	1418
2157	390	1418
2158	390	1418
2159	390	1418
2160	390	1418
2161	391	1417
2162	391	1417
2163	391	1417
2164	391	1417
2165	391	1417
2166	391	1416
2167	392	1416
2168	392	1416
2169	392	1416
2170	392	1416
2171	392	1416
2172	393	1416
2173	393	1416
2174	393	1415
2175	393	1415
2176	393	1415
2177	394	1415
2178	394	1415
2179	394	1414
2180	394	1414
2181	394	1414
2182	395	1414
2183	395	1414
2184	395	1414
2185	395	1414
2186	395	1413
2187	395	1413
2188	396	1413
2189	396	1413
2190	396	1413
2191	396	1412
2192	396	1412
2193	396	1412
2194	397	1412
2195	397	1412
2196	397	1411
2197	397	1411
2198	397	1411
2199	398	1411
2200	398	1411
2201	398	1410
2202	398	1410
2203	398	1410
2204	398	1409
2205	399	1409
2206	399	1409
2207	399	1409
2208	399	1409
2209	399	1409
2210	400	1409
2211	400	1409
2212	400	1408
2213	400	1408
2214	400	1408
2215	400	1408
2216	401	1408
2217	401	1408
2218	401	1408
2219	401	1408
2220	401	1407
2221	402	1407
2222	402	1407
2223	402	1407
2224	402	1407
2225	402	1406
2226	403	1406
2227	403	1406
2228	403	1406
2229	403	1406
2230	404	1406
2231	404	1406
2232	404	1406
2233	404	1406
2234	404	1406
2235	405	1406
2236	405	1406
2237	406	1408
2238	406	1408
2239	406	1408
2240	406	1408
2241	406	1408
2242	407	1408
2243	407	1408
2244	407	1408
2245	407	1407
2246	408	1407
2247	408	1407
2248	408	1407
2249	408	1407
2250	408	1407
2251	409	1407
2252	409	1407
2253	409	1406
2254	409	1406
2255	409	1406
2256	409	1406
2257	410	1406
2258	410	1405
2259	410	1405
2260	410	1405
2261	410	1405
2262	410	1405
2263	411	1404
2264	411	1404
2265	411	1404
2266	411	1404
2267	411	1404
2268	412	1404
2269	412	1404
2270	412	1404
2271	412	1404
2272	413	1404
2273	413	1403
2274	413	1403
2275	413	1403
2276	413	1403
2277	413	1403
2278	414	1403
2279	414	1403
2280	414	1402
2281	414	1402
2282	414	1402
2283	415	1402
2284	415	1402
2285	415	1402
2286	415	1401
2287	415	1401
2288	416	1401
2289	416	1401
2290	416	1401
2291	416	1401
2292	416	1401
2293	417	1401
2294	417	1401
2295	417	1401
2296	417	1400
2297	417	1400
2298	418	1400
2299	418	1400
2300	418	1400
2301	418	1399
2302	418	1399
2303	419	1399
2304	419	1399
2305	419	1399
2306	419	1399
2307	419	1399
2308	420	1399
2309	420	1398
2310	420	1398
2311	420	1398
2312	420	1398
2313	420	1398
2314	421	1398
2315	421	1397
2316	421	1397
2317	421	1397
2318	421	1397
2319	422	1396
2320	422	1396
2321	422	1396
2322	422	1396
2323	422	1395
2324	422	1395
2325	423	1395
2326	423	1395
2327	423	1395
2328	423	1395
2329	423	1395
2330	424	1395
2331	424	1395
2332	424	1394
2333	424	1394
2334	424	1394
2335	425	1394
2336	425	1394
2337	425	1394
2338	425	1394
2339	425	1394
2340	426	1394
2341	426	1394
2342	426	1393
2343	426	1394
2344	427	1393
2345	427	1393
2346	427	1393
2347	427	1393
2348	427	1393
2349	428	1393
2350	428	1393
2351	428	1392
2352	428	1392
2353	428	1392
2354	428	1392
2355	429	1392
2356	429	1392
2357	429	1391
2358	429	1391
2359	429	1391
2360	429	1391
2361	430	1390
2362	430	1390
2363	430	1390
2364	430	1390
2365	430	1389
2366	430	1389
2367	431	1389
2368	431	1389
2369	431	1389
2370	431	1388
2371	431	1388
2372	432	1388
2373	432	1388
2374	432	1388
2375	432	1387
2376	432	1387
2377	432	1387
2378	433	1387
2379	433	1387
2380	433	1386
2381	433	1386
2382	433	1386
2383	433	1386
2384	434	1385
2385	434	1385
2386	434	1385
2387	434	1385
2388	434	1385
2389	434	1384
2390	435	1384
2391	435	1384
2392	435	1384
2393	435	1384
2394	435	1383
2395	435	1383
2396	436	1383
2397	436	1383
2398	436	1383
2399	436	1383
2400	436	1382
2401	437	1382
2402	437	1382
2403	437	1382
2404	437	1381
2405	437	1381
2406	437	1381
2407	438	1381
2408	438	1381
2409	438	1381
2410	438	1381
2411	438	1380
2412	439	1380
2413	439	1380
2414	439	1380
2415	439	1379
2416	439	1379
2417	439	1379
2418	440	1379
2419	440	1378
2420	440	1378
2421	440	1378
2422	440	1378
2423	440	1378
2424	441	1378
2425	441	1378
2426	441	1377
2427	441	1377
2428	441	1377
2429	442	1377
2430	442	1376
2431	442	1376
2432	442	1376
2433	442	1376
2434	442	1376
2435	443	1375
2436	443	1375
2437	443	1375
2438	443	1375
2439	443	1375
2440	444	1375
2441	444	1374
2442	444	1374
2443	444	1374
2444	444	1373
2445	444	1373
2446	444	1373
2447	445	1373
2448	445	1373
2449	445	1372
2450	445	1372
2451	445	1372
2452	446	1372
2453	446	1372
2454	446	1371
2455	446	1371
2456	446	1371
2457	446	1371
2458	447	1371
2459	447	1371
2460	447	1370
2461	447	1370
2462	447	1370
2463	447	1370
2464	448	1370
2465	448	1369
2466	448	1369
2467	448	1369
2468	448	1369
2469	449	1369
2470	449	1368
2471	449	1368
2472	449	1368
2473	449	1368
2474	449	1367
2475	450	1367
2476	450	1367
2477	450	1367
2478	450	1366
2479	450	1366
2480	450	1366
2481	451	1366
2482	451	1366
2483	451	1366
2484	451	1365
2485	451	1365
2486	452	1365
2487	452	1365
2488	452	1365
2489	452	1365
2490	452	1364
2491	452	1364
2492	453	1364
2493	453	1364
2494	453	1364
2495	453	1363
2496	453	1363
2497	454	1363
2498	454	1363
2499	454	1363
2500	454	1362
2501	454	1362
2502	454	1362
2503	455	1362
2504	455	1361
2505	455	1361
2506	455	1361
2507	455	1361
2508	455	1361
2509	456	1360
2510	456	1360
2511	456	1360
2512	456	1360
2513	456	1360
2514	456	1360
2515	457	1360
2516	457	1359
2517	457	1359
2518	457	1359
2519	457	1359
2520	458	1359
2521	458	1358
2522	458	1358
2523	458	1358
2524	458	1358
2525	458	1357
2526	459	1357
2527	459	1357
2528	459	1357
2529	459	1356
2530	459	1356
2531	459	1356
2532	460	1356
2533	460	1356
2534	460	1355
2535	460	1355
2536	460	1355
2537	460	1355
2538	461	1354
2539	461	1354
2540	461	1354
2541	461	1354
2542	461	1353
2543	461	1353
2544	461	1353
2545	462	1352
2546	462	1352
2547	462	1352
2548	462	1352
2549	462	1352
2550	462	1351
2551	463	1351
2552	463	1351
2553	463	1351
2554	463	1351
2555	464	1351
2556	464	1351
2557	464	1350
2558	464	1350
2559	464	1350
2560	464	1350
2561	464	1349
2562	465	1349
2563	465	1349
2564	465	1349
2565	465	1349
2566	465	1349
2567	466	1348
2568	466	1348
2569	466	1348
2570	466	1348
2571	466	1348
2572	467	1348
2573	467	1347
2574	467	1347
2575	467	1347
2576	467	1347
2577	467	1347
2578	468	1346
2579	468	1346
2580	468	1346
2581	468	1346
2582	468	1346
2583	468	1345
2584	469	1345
2585	469	1345
2586	469	1345
2587	469	1345
2588	469	1345
2589	470	1344
2590	470	1344
2591	470	1344
2592	470	1344
2593	470	1344
2594	470	1343
2595	471	1343
2596	471	1343
2597	471	1343
2598	471	1343
2599	471	1343
2600	472	1342
2601	472	1342
2602	472	1342
2603	472	1342
2604	472	1342
2605	472	1342
2606	473	1342
2607	473	1341
2608	473	1341
2609	473	1341
2610	473	1341
2611	474	1341
2612	474	1340
2613	474	1340
2614	474	1340
2615	474	1340
2616	475	1340
2617	475	1340
2618	475	1339
2619	475	1339
2620	475	1339
2621	475	1339
2622	476	1339
2623	476	1338
2624	476	1338
2625	476	1338
2626	476	1338
2627	477	1338
2628	477	1337
2629	477	1337
2630	477	1337
2631	477	1337
2632	477	1337
2633	478	1336
2634	478	1336
2635	478	1336
2636	478	1336
2637	478	1336
2638	478	1335
2639	479	1335
2640	479	1335
2641	479	1335
2642	479	1335
2643	479	1335
2644	480	1334
2645	480	1334
2646	480	1334
2647	480	1334
2648	480	1333
2649	480	1333
2650	481	1333
2651	481	1333
2652	481	1333
2653	481	1333
2654	481	1332
2655	481	1332
2656	482	1332
2657	482	1332
2658	482	1332
2659	482	1331
2660	482	1331
2661	483	1331
2662	483	1331
2663	483	1331
2664	483	1330
2665	483	1330
2666	483	1330
2667	484	1330
2668	484	1330
2669	484	1329
2670	484	1329
2671	484	1329
2672	484	1329
2673	485	1329
2674	485	1328
2675	485	1328
2676	485	1328
2677	485	1328
2678	485	1327
2679	486	1327
2680	486	1327
2681	486	1327
2682	486	1327
2683	486	1326
2684	486	1326
2685	487	1326
2686	487	1326
2687	487	1325
2688	487	1325
2689	487	1325
2690	487	1325
2691	488	1325
2692	488	1324
2693	488	1324
2694	488	1324
2695	488	1324
2696	489	1324
2697	489	1324
2698	489	1323
2699	489	1323
2700	489	1323
2701	489	1323
2702	490	1323
2703	490	1322
2704	490	1322
2705	490	1322
2706	490	1322
2707	490	1322
2708	491	1321
2709	491	1321
2710	491	1321
2711	491	1321
2712	491	1320
2713	491	1320
2714	492	1320
2715	492	1320
2716	492	1320
2717	492	1320
2718	492	1319
2719	493	1319
2720	493	1319
2721	493	1319
2722	493	1319
2723	493	1319
2724	494	1319
2725	494	1319
2726	494	1318
2727	494	1318
2728	494	1318
2729	495	1318
2730	495	1318
2731	495	1318
2732	495	1317
2733	495	1317
2734	496	1317
2735	496	1317
2736	496	1317
2737	496	1317
2738	496	1316
2739	496	1316
2740	497	1316
2741	497	1316
2742	497	1316
2743	497	1315
2744	497	1315
2745	498	1315
2746	498	1315
2747	498	1315
2748	498	1315
2749	498	1314
2750	498	1314
2751	499	1314
2752	499	1314
2753	499	1314
2754	499	1314
2755	499	1313
2756	500	1313
2757	500	1313
2758	500	1313
2759	500	1313
2760	500	1312
2761	500	1312
2762	501	1312
2763	501	1312
2764	501	1312
2765	501	1311
2766	501	1311
2767	501	1311
2768	502	1311
2769	502	1311
2770	502	1311
2771	502	1310
2772	502	1310
2773	503	1310
2774	503	1310
2775	503	1309
2776	503	1309
2777	503	1309
2778	503	1309
2779	504	1309
2780	504	1308
2781	504	1308
2782	504	1308
2783	504	1308
2784	504	1308
2785	505	1308
2786	505	1307
2787	505	1307
2788	505	1307
2789	505	1307
2790	506	1307
2791	506	1306
2792	506	1306
2793	506	1306
2794	506	1306
2795	506	1306
2796	507	1305
2797	507	1305
2798	507	1305
2799	507	1305
2800	508	1305
2801	508	1305
2802	508	1305
2803	508	1305
2804	508	1305
2805	508	1304
2806	509	1304
2807	509	1304
2808	509	1304
2809	509	1304
2810	509	1304
2811	510	1304
2812	510	1304
2813	510	1303
2814	510	1303
2815	510	1303
2816	511	1303
2817	511	1303
2818	511	1302
2819	511	1302
2820	511	1302
2821	511	1302
2822	512	1302
2823	512	1301
2824	512	1301
2825	512	1301
2826	512	1301
2827	513	1301
2828	513	1300
2829	513	1300
2830	513	1300
2831	513	1300
2832	514	1300
2833	514	1300
2834	514	1300
2835	514	1299
2836	514	1299
2837	514	1299
2838	515	1299
2839	515	1299
2840	515	1298
2841	515	1298
2842	515	1298
2843	516	1298
2844	516	1298
2845	516	1298
2846	516	1298
2847	516	1298
2848	517	1297
2849	517	1297
2850	517	1297
2851	517	1297
2852	517	1297
2853	517	1296
2854	518	1296
2855	518	1296
2856	518	1296
2857	518	1296
2858	518	1295
2859	519	1295
2860	519	1295
2861	519	1295
2862	519	1295
2863	519	1295
2864	519	1294
2865	520	1294
2866	520	1294
2867	520	1294
2868	520	1294
2869	520	1293
2870	521	1293
2871	521	1293
2872	521	1293
2873	521	1293
2874	521	1293
2875	522	1293
2876	522	1293
2877	522	1293
2878	522	1292
2879	522	1292
2880	523	1292
2881	523	1292
2882	523	1292
2883	523	1292
2884	523	1291
2885	523	1291
2886	524	1291
2887	524	1291
2888	524	1290
2889	524	1290
2890	524	1290
2891	524	1290
2892	525	1289
2893	525	1289
2894	525	1289
2895	525	1289
2896	525	1289
2897	525	1288
2898	526	1288
2899	526	1288
2900	526	1288
2901	526	1288
2902	526	1287
2903	527	1287
2904	527	1287
2905	527	1287
2906	527	1287
2907	527	1287
2908	527	1286
2909	528	1286
2910	528	1286
2911	528	1286
2912	528	1286
2913	528	1286
2914	529	1286
2915	529	1285
2916	529	1285
2917	529	1285
2918	529	1285
2919	530	1285
2920	530	1284
2921	530	1284
2922	530	1284
2923	530	1284
2924	530	1283
2925	530	1283
2926	531	1283
2927	531	1283
2928	531	1283
2929	531	1282
2930	531	1282
2931	532	1282
2932	532	1282
2933	532	1282
2934	532	1282
2935	532	1282
2936	533	1281
2937	533	1281
2938	533	1281
2939	533	1281
2940	533	1281
2941	533	1280
2942	534	1280
2943	534	1280
2944	534	1280
2945	534	1280
2946	534	1280
2947	535	1280
2948	535	1280
2949	535	1279
2950	535	1279
2951	536	1281
2952	536	1281
2953	537	1281
2954	537	1280
2955	537	1280
2956	537	1280
2957	537	1280
2958	538	1280
2959	538	1280
2960	538	1279
2961	538	1279
2962	538	1279
2963	538	1279
2964	539	1279
2965	539	1278
2966	539	1278
2967	539	1278
2968	540	1278
2969	540	1278
2970	540	1278
2971	540	1278
2972	540	1278
2973	541	1278
2974	541	1278
2975	541	1277
2976	541	1277
2977	541	1277
2978	542	1277
2979	542	1277
2980	542	1277
2981	542	1277
2982	542	1277
2983	543	1277
2984	543	1277
2985	543	1277
2986	544	1279
2987	544	1278
2988	545	1278
2989	545	1278
2990	545	1278
2991	545	1278
2992	545	1278
2993	546	1277
2994	546	1277
2995	546	1277
2996	546	1277
2997	546	1277
2998	547	1277
2999	547	1276
3000	547	1276
3001	547	1276
3002	547	1276
3003	548	1276
3004	548	1276
3005	548	1276
3006	548	1275
3007	548	1275
3008	549	1275
3009	549	1275
3010	549	1276
3011	550	1276
3012	550	1276
3013	550	1276
3014	551	1277
3015	551	1277
3016	551	1277
3017	552	1277
3018	552	1276
3019	552	1276
3020	552	1276
3021	552	1276
3022	552	1275
3023	552	1275
3024	553	1275
3025	553	1275
3026	553	1275
3027	553	1274
3028	553	1274
3029	554	1274
3030	554	1274
3031	554	1274
3032	554	1274
3033	554	1274
3034	555	1273
3035	555	1273
3036	555	1273
3037	555	1273
3038	555	1272
3039	555	1272
3040	556	1272
3041	556	1272
3042	556	1272
3043	556	1272
3044	556	1271
3045	557	1271
3046	557	1271
3047	557	1271
3048	557	1271
3049	557	1270
3050	557	1270
3051	558	1270
3052	558	1270
3053	558	1270
3054	558	1270
3055	558	1269
3056	559	1269
3057	559	1269
3058	559	1269
3059	559	1268
3060	559	1268
3061	559	1268
3062	560	1268
3063	560	1268
3064	560	1268
3065	560	1267
3066	560	1267
3067	561	1267
3068	561	1267
3069	561	1267
3070	561	1267
3071	561	1267
3072	562	1266
3073	562	1266
3074	562	1266
3075	562	1266
3076	562	1266
3077	562	1266
3078	563	1265
3079	563	1265
3080	563	1265
3081	563	1265
3082	563	1265
3083	564	1265
3084	564	1264
3085	564	1264
3086	564	1264
3087	564	1264
3088	564	1264
3089	565	1263
3090	565	1263
3091	565	1263
3092	565	1263
3093	565	1263
3094	566	1262
3095	566	1262
3096	566	1262
3097	566	1262
3098	566	1262
3099	567	1262
3100	567	1262
3101	567	1262
3102	567	1262
3103	567	1261
3104	568	1261
3105	568	1261
3106	568	1261
3107	568	1261
3108	569	1261
3109	569	1261
3110	569	1261
3111	569	1260
3112	569	1260
3113	570	1260
3114	570	1260
3115	570	1260
3116	570	1260
3117	571	1260
3118	571	1260
3119	574	1266
3120	574	1267
3121	575	1266
3122	575	1267
3123	575	1266
3124	575	1267
3125	576	1266
3126	576	1266
3127	576	1266
3128	576	1266
3129	576	1266
3130	577	1266
3131	577	1266
3132	577	1266
3133	577	1265
3134	578	1265
3135	578	1265
3136	578	1265
3137	578	1265
3138	578	1265
3139	579	1265
3140	579	1265
3141	579	1265
3142	579	1265
3143	580	1265
3144	580	1264
3145	580	1264
3146	580	1264
3147	581	1264
3148	581	1264
3149	581	1264
3150	581	1264
3151	581	1263
3152	581	1263
3153	582	1263
3154	582	1263
3155	582	1263
3156	582	1263
3157	583	1263
3158	583	1263
3159	583	1263
3160	583	1263
3161	583	1262
3162	584	1262
3163	584	1262
3164	584	1262
3165	584	1262
3166	584	1261
3167	585	1261
3168	585	1261
3169	585	1261
3170	585	1261
3171	585	1260
3172	585	1260
3173	586	1260
3174	586	1260
3175	586	1260
3176	586	1259
3177	586	1259
3178	587	1259
3179	587	1259
3180	587	1259
3181	587	1259
3182	587	1259
3183	588	1258
3184	588	1258
3185	588	1258
3186	588	1258
3187	588	1258
3188	588	1257
3189	589	1257
3190	589	1257
3191	589	1257
3192	589	1256
3193	589	1256
3194	589	1256
3195	590	1256
3196	590	1256
3197	591	1257
3198	591	1257
3199	591	1257
3200	591	1257
3201	591	1256
3202	592	1256
3203	592	1256
3204	592	1256
3205	592	1256
3206	593	1256
3207	593	1256
3208	593	1255
3209	593	1255
3210	594	1256
3211	594	1256
3212	594	1256
3213	595	1256
3214	595	1256
3215	595	1256
3216	595	1256
3217	595	1255
3218	596	1255
3219	596	1255
3220	596	1255
3221	596	1255
3222	596	1254
3223	596	1254
3224	597	1254
3225	597	1254
3226	597	1254
3227	597	1253
3228	597	1253
3229	598	1253
3230	598	1253
3231	598	1253
3232	598	1253
3233	598	1252
3234	598	1252
3235	599	1252
3236	599	1252
3237	599	1252
3238	599	1252
3239	600	1252
3240	600	1252
3241	600	1252
3242	600	1252
3243	601	1251
3244	601	1251
3245	601	1251
3246	601	1251
3247	601	1250
3248	601	1250
3249	602	1250
3250	602	1250
3251	602	1250
3252	602	1250
3253	602	1249
3254	603	1249
3255	603	1249
3256	603	1249
3257	603	1248
3258	603	1248
3259	603	1248
3260	604	1248
3261	604	1248
3262	604	1248
3263	604	1248
3264	604	1247
3265	605	1247
3266	605	1247
3267	605	1247
3268	605	1247
3269	606	1247
3270	606	1247
3271	606	1247
3272	606	1246
3273	606	1246
3274	607	1246
3275	607	1246
3276	607	1246
3277	607	1246
3278	607	1245
3279	607	1245
3280	608	1245
3281	608	1245
3282	608	1244
3283	608	1244
3284	608	1244
3285	608	1244
3286	609	1244
3287	609	1243
3288	609	1243
3289	609	1243
3290	609	1243
3291	610	1243
3292	610	1242
3293	610	1242
3294	610	1242
3295	610	1242
3296	610	1242
3297	611	1242
3298	611	1242
3299	611	1241
3300	611	1241
3301	611	1241
3302	612	1241
3303	612	1241
3304	612	1240
3305	612	1241
3306	613	1240
3307	613	1240
3308	613	1240
3309	613	1240
3310	613	1240
3311	614	1239
3312	614	1239
3313	614	1239
3314	614	1239
3315	614	1239
3316	615	1239
3317	615	1238
3318	615	1238
3319	615	1238
3320	615	1238
3321	615	1238
3322	616	1238
3323	616	1237
3324	616	1237
3325	616	1237
3326	616	1237
3327	616	1236
3328	617	1236
3329	617	1236
3330	617	1236
3331	617	1236
3332	618	1236
3333	618	1236
3334	618	1235
3335	618	1235
3336	618	1235
3337	619	1235
3338	619	1235
3339	619	1235
3340	619	1235
3341	619	1234
3342	620	1234
3343	620	1234
3344	620	1234
3345	620	1234
3346	620	1233
3347	620	1233
3348	621	1233
3349	621	1233
3350	621	1233
3351	621	1232
3352	621	1232
3353	621	1232
3354	622	1232
3355	622	1232
3356	622	1231
3357	622	1231
3358	622	1231
3359	622	1231
3360	623	1231
3361	623	1230
3362	623	1230
3363	623	1230
3364	624	1230
3365	624	1230
3366	624	1230
3367	624	1230
3368	624	1229
3369	625	1229
3370	625	1229
3371	625	1229
3372	625	1229
3373	625	1228
3374	625	1228
3375	626	1228
3376	626	1228
3377	626	1227
3378	626	1227
3379	626	1227
3380	626	1227
3381	627	1227
3382	627	1226
3383	627	1226
3384	627	1226
3385	627	1226
3386	627	1225
3387	628	1225
3388	628	1225
3389	628	1225
3390	628	1225
3391	628	1225
3392	629	1224
3393	629	1224
3394	629	1224
3395	629	1224
3396	629	1224
3397	630	1224
3398	630	1223
3399	630	1223
3400	630	1223
3401	630	1223
3402	631	1223
3403	631	1223
3404	631	1223
3405	631	1222
3406	631	1222
3407	631	1222
3408	632	1222
3409	632	1221
3410	632	1221
3411	632	1221
3412	632	1221
3413	632	1220
3414	633	1220
3415	633	1220
3416	633	1220
3417	633	1220
3418	633	1219
3419	633	1219
3420	634	1219
3421	634	1219
3422	634	1219
3423	634	1218
3424	634	1218
3425	635	1218
3426	635	1218
3427	635	1218
3428	635	1218
3429	635	1218
3430	636	1217
3431	636	1217
3432	636	1217
3433	636	1217
3434	637	1217
3435	637	1217
3436	637	1217
3437	637	1216
3438	637	1216
3439	637	1216
3440	638	1216
3441	638	1216
3442	638	1215
3443	638	1215
3444	638	1215
3445	638	1215
3446	639	1214
3447	639	1214
3448	639	1214
3449	639	1214
3450	639	1214
3451	639	1213
3452	640	1213
3453	640	1213
3454	640	1213
3455	640	1212
3456	640	1212
3457	641	1212
3458	641	1212
3459	641	1212
3460	641	1212
3461	641	1211
3462	641	1211
3463	642	1211
3464	642	1211
3465	642	1211
3466	642	1211
3467	642	1210
3468	643	1210
3469	643	1210
3470	643	1210
3471	643	1210
3472	643	1209
3473	644	1211
3474	644	1210
3475	645	1210
3476	645	1210
3477	645	1210
3478	645	1209
3479	645	1209
3480	645	1209
3481	645	1209
3482	646	1208
3483	646	1208
3484	646	1208
3485	646	1208
3486	646	1208
3487	646	1207
3488	647	1207
3489	647	1207
3490	647	1207
3491	647	1206
3492	647	1206
3493	647	1206
3494	648	1206
3495	648	1206
3496	648	1205
3497	648	1205
3498	648	1205
3499	649	1205
3500	649	1205
3501	649	1205
3502	649	1204
3503	649	1204
3504	649	1204
3505	650	1204
3506	650	1204
3507	650	1203
3508	650	1203
3509	650	1203
3510	650	1203
3511	651	1202
3512	651	1202
3513	651	1202
3514	651	1202
3515	651	1201
3516	651	1201
3517	652	1201
3518	652	1201
3519	652	1201
3520	652	1201
3521	652	1200
3522	653	1200
3523	653	1200
3524	653	1200
3525	653	1199
3526	653	1199
3527	653	1199
3528	654	1199
3529	654	1199
3530	654	1199
3531	654	1199
3532	654	1198
3533	655	1198
3534	655	1198
3535	655	1198
3536	655	1198
3537	655	1197
3538	656	1197
3539	656	1197
3540	656	1197
3541	656	1197
3542	656	1196
3543	656	1196
3544	657	1196
3545	657	1196
3546	657	1195
3547	657	1195
3548	657	1195
3549	657	1195
3550	657	1194
3551	658	1194
3552	658	1194
3553	658	1194
3554	658	1194
3555	658	1193
3556	658	1193
3557	659	1193
3558	659	1193
3559	659	1192
3560	659	1192
3561	659	1192
3562	659	1192
3563	660	1191
3564	660	1191
3565	660	1191
3566	660	1191
3567	660	1191
3568	660	1191
3569	661	1190
3570	661	1190
3571	661	1190
3572	661	1190
3573	661	1190
3574	662	1190
3575	662	1189
3576	662	1189
3577	662	1189
3578	662	1189
3579	662	1188
3580	663	1188
3581	663	1188
3582	663	1188
3583	663	1188
3584	663	1187
3585	663	1187
3586	664	1187
3587	664	1187
3588	664	1186
3589	664	1186
3590	664	1186
3591	664	1186
3592	665	1186
3593	665	1185
3594	665	1185
3595	665	1185
3596	665	1185
3597	665	1184
3598	666	1184
3599	666	1184
3600	666	1184
3601	666	1184
3602	666	1184
3603	667	1183
3604	667	1183
3605	667	1183
3606	667	1183
3607	667	1183
3608	668	1183
3609	668	1183
3610	668	1182
3611	668	1182
3612	668	1182
3613	669	1182
3614	669	1182
3615	669	1182
3616	669	1181
3617	669	1181
3618	670	1181
